Title (optional),English Content,Gujurati Content,Transliteration Content,Audio URL
Swamini Vaat 1,"This Sadhu is like God, but that we are unable to stay with him is our great loss. (1.289)","ભગવાન જેવા આ સાધુ છે, પણ તેની પાસે રહેવાતું નથી, એ મોટી ખોટ છે.","Bhagwān jevā ā Sādhu chhe, paṇ tenī pāse rahevātu nathī, e moṭī khoṭ chhe.",https://baps.box.com/shared/static/1hf8jfi9a6zzryi87vci4qbtd5nl7x4b.mp3
Swamini Vaat 2,Good people do not act differently but they have a different understanding (regarding the form of God and his holy Sadhu). (5.247),સારા માણસને વર્તવામાં તો ફેર નથી પણ સમજવામાં ફેર રહે છે.,Sārā māṇasne vartvāmā to fer nathī paṇ samajavāmā fer rahe chhe.,https://baps.box.com/shared/static/k4t6jp019f06fxh011uzyddn1p5pj26p.mp3
Swamini Vaat 3,To feed a devoted of God is superior than feeding all the jivas of this universe. (2.117),આ બ્રહ્માંડના સર્વ જીવને ખવરાવવું તે કરતાં એક ભગવદીને જમાડવો એ અધિક છે.,Ā brahmānḍnā sarva jīvne khavarāvavu te kartā ek bhagvadīne jamāḍavo e adhik chhe.,https://baps.box.com/shared/static/p0y9a8yalr5mub8514s2wv13l727sbx8.mp3
Swamini Vaat 4,"Poisoned sweet balls taste good when eaten, but after a while the throat burns. Similarly, worldly activities are like this. (5.339)","ઝેરના લાડવા ખાતાં સારા લાગે પણ ઘડીક પછી ગળું ઝલાય, તેમ આ વે’વાર છે.","Jhernā lāḍvā khātā sārā lāge paṇ ghaḍīk pachhī gaḷu jhalāy, tem ā ve’vār chhe.",https://baps.box.com/shared/static/0tnfjkfp0xbujjqeba7dolmk5jjusxxk.mp3
Swamini Vaat 5,One who has resolute conviction in God (that he will grant liberation) has completed all spiritual endeavors. He has nothing more left to do. (1.123),"ભગવાનના સ્વરૂપની નિષ્ઠા થઈ તેને સાધન સર્વે થઈ રહ્યાં, બાકી કાંઈ કરવું રહ્યું નથી.","Bhagwānnā swarūpnī niṣhṭhā thaī tene sādhan sarve thaī rahyā, bākī kāī karvu rahyu nathī.",https://baps.box.com/shared/static/3f4670xr5dlsifprk2qt1vyk9lhyz9rk.mp3
Swamini Vaat 6,Scriptures are the effect and the great Sadhu is their cause. (4.104),શાસ્ત્ર છે તે કાર્ય છે ને મોટા છે તે કારણ છે.,Shāstra chhe te kārya chhe ne Moṭā chhe te kāraṇ chhe.,https://baps.box.com/shared/static/y2tm9lpaxuogcylnad9vgph4vuw2fwtj.mp3
Swamini Vaat 7,"This satsang we have attained is the best chintamani. With it, the jiva (soul) will make great progress. (1.166)","આ સત્સંગ મળ્યો છે એ તો પરમ ચિંતામણિ મળી છે, તેમાં જીવ બહુ વૃદ્ધિને પામે છે.","Ā satsang maḷyo chhe e to param chintāmaṇi maḷī chhe, temā jīv bahu vṛuddhine pāme chhe.",https://baps.box.com/shared/static/mlq5p7qwqy9pad8yhpcnhmyg9h72jou2.mp3
Swamini Vaat 8,"Maharaj used to say one who is wise is pleased when rebuked by Maharaj and his holy Sadhu, while the foolish are pleased when praised. (5.391)","ડાહ્યો હોય તેને વઢે ત્યારે રાજી થાય ને મૂર્ખ હોય તેને વખાણે ત્યારે રાજી થાય, એમ મહારાજ કહેતા.","Ḍāhyo hoy tene vaḍe tyāre rājī thāy ne mūrkh hoy tene vakhāṇe tyāre rājī thāy, em Mahārāj kahetā.",https://baps.box.com/shared/static/rshqvxg7eiojk2sdkzuo7jmq8v5et2of.mp3
Swamini Vaat 9,"When lust, anger, ego, jealousy and body-consciousness are given up, then God and his Sadhu will be pleased. (6.14)","કામ, ક્રોધ, માન, ઈર્ષા ને દેહાભિમાન એ સર્વે મૂકશે ત્યારે ભગવાન ને ભગવાનના સાધુ રાજી થાશે.","Kām, krodh, mān, īrṣhā ne dehābhimān e sarve mūkshe tyāre Bhagwān ne Bhagwānnā Sādhu rājī thāshe.",https://baps.box.com/shared/static/5j8pvk1xhkhkjrgo0rfl8id0ptvl8ae9.mp3
Swamini Vaat 10,"The benefit we have gained is so great that it is indescribable, therefore preserve it. (6.17)",આપણને જે લાભ મળ્યો છે એ તો કાંઈ કહેવાય નહીં. માટે હવે તે જાળવી રાખવો.,Āpaṇne je lābh maḷyo chhe e to kāī kahevāy nahī. Māṭe have te jāḷvī rākhvo.,https://baps.box.com/shared/static/3udtbdj2441wkef4i60pe9vr9o4tl08j.mp3
Swamini Vaat 11,See only God and his holy Sadhu. Only these two are worth seeing. There is no worth in anything else. (1.101),"ભગવાન ને ભગવાનના સાધુ એ બે સામું જોવું ને એ જ જોયા જેવા છે, બીજામાં કાંઈ માલ નથી.","Bhagwān ne Bhagwānnā Sādhu e be sāmu jovu ne ej joyā jevā chhe, bījāmā kāī māl nathī.",https://baps.box.com/shared/static/7du64b80wgvfoy2c55dv14mma7vyobbs.mp3
Swamini Vaat 12,"No amount of money can give us eyes, ears, and other senses, but God has given them. Yet the jiva is forever ungrateful. (1.120)"," કેટલેક રૂપિયે આંખ્ય, કાન આદિક ઇન્દ્રિયું મળે નહિ તે ભગવાને આપ્યાં છે, પણ જીવ કેવળ કૃતઘ્ની છે.","Keṭlek rūpiye ānkhya, kān ādik indriyu maḷe nahi te Bhagwāne āpyā chhe, paṇ jīv kevaḷ kṛutaghnī chhe.",https://baps.box.com/shared/static/z4n1lqux8adsx69kf93oa0b2fhhfl5da.mp3
Swamini Vaat 13,"God’s abode cannot be obtained even after tens of millions of years, but is attained by merely folding one’s hands to such a God-realized Sadhu. (1.121)","કોટિ કલ્પે ભગવાનનું ધામ ન મળે, તે આવા સાધુને હાથ જોડે એટલામાં મળે છે.","Koṭi kalpe Bhagwānnu dhām na maḷe, te āvā Sādhune hāth joḍe eṭlāmā maḷe chhe.",https://baps.box.com/shared/static/2hx30fomw25yj0u2rotgwa87tluueyx7.mp3
Swamini Vaat 14,"Everything is gained through the Sadhu. Therefore, keep him predominant. But do not let him become secondary and knowledge become the main aim. (1.168)","સર્વે વાત સાધુ વતે છે, માટે તેને મુખ્ય રાખવા પણ સાધુ ગૌણ થાય ને જ્ઞાન પ્રધાન થઈ જાય એમ ન કરવું.","Sarve vāt Sādhu vate chhe, māṭe tene mukhya rākhvā paṇ Sādhu gauṇ thāy ne gnān pradhān thaī jāy em na karvu.",https://baps.box.com/shared/static/gbeawj1b3ejzqece0bdtfb3iyiqpw1ce.mp3
Swamini Vaat 15,"At present Maharaj gives darshan and discourses through the Sadhu, and gives darshan through the murti. (1.290)","હવે તો મહારાજ સાધુ દ્વારે દર્શન આપે છે, ને વાતું કરે છે, ને વળી મૂર્તિ દ્વારે દર્શન આપે છે.","Have to Mahārāj Sādhu dwāre darshan āpe chhe, ne vātu kare chhe, ne vaḷī mūrti dwāre darshan āpe chhe.",https://baps.box.com/shared/static/xi2lamjwx45yp09sgr6r4foab7z9ls83.mp3
Swamini Vaat 16,Keep a proper focus in attaining one’s own moksha and make only simple efforts for the moksha of others. (5.257),પોતાનું કલ્યાણ કરવામાં દ્રષ્ટિ બરાબર રાખવી ને બીજાનું કલ્યાણ તો લોંટોજોંટો કરવું.,Potānu kalyāṇ karvāmā draṣhṭi barābar rākhvī ne bījānu kalyāṇ to loṭo-joṭo karavu.,https://baps.box.com/shared/static/ud79bvzoi5blzs5b99hkkwznbwpgs4jl.mp3
Swamini Vaat 17,"When satsang is imbibed, no miseries remain. What is that satsang – it is that only ātmā and Paramatma exist for ever. (1.295)","સત્સંગ થાય તેને તો દુઃખ રહે નહિ, તે સત્સંગ તે શું જે, આત્મા ને પરમાત્મા એ બે જ છે.","Satsang thāy tene to dukh rahe nahi, te satsang te shu je, ātmā ne Paramātmā e bej chhe.",https://baps.box.com/shared/static/5vtb158v0gtro1h13koqi5s05idahgko.mp3
Swamini Vaat 18,"An aspirant may develop both spiritual knowledge and affection for the Satpurush. But bad company in satsangspoils it. Therefore, recognize it and stay away from it. (5.348)","મુમુક્ષુ જીવને જ્ઞાન પણ થાય ને હેત પણ થાય ખરું, પણ સત્સંગમાં કુસંગ છે તે એનું ભૂંડું કરી નાખે છે, માટે તે ઓળખવો.","Mumukṣhu jīvne gnān paṇ thāy ne het paṇ thāy kharu, paṇ satsangmā kusang chhe te enu bhūnḍu karī nākhe chhe, māṭe te oḷakhvo.",https://baps.box.com/shared/static/p6hnls3uygenn1wajflvp3zgbra5902l.mp3
Swamini Vaat 19,One who wants to worship God cannot please everybody. He can only fulfill the wishes of God. (5.59),"જેને ભગવાન ભજવા હોય તેનાથી બધાયની મરજી રાખી શકાય નહીં, તેનાથી તો ભગવાનની મરજી સચવાય.","Jene Bhagwān bhajvā hoy tenāthī badhāynī marjī rākhī shakāy nahī, tenāthī to Bhagwānnī marjī sachvāy.",https://baps.box.com/shared/static/mxubkj1a6g23aff3ycjysica292zhens.mp3
Swamini Vaat 20,"In every talk, speech and activity, whatever clear insight (perception) arises, consider it to be the inspiration of Maharaj. (4.129)","હરેક વાતમાં, બોલવામાં, ક્રિયામાં સૂઝી આવે, તે મહારાજની પ્રેરણા એમ સમજવું.","Harek vātmā, bolvāmā, kriyāmā sūjhī āve, te Mahārājnī preraṇā em samajvu.",https://baps.box.com/shared/static/r18vv8kmswd3ophw1zspqbl35pxa6epp.mp3
Swamini Vaat 21,"It is difficult to attain God. Similarly, it is difficult to attain this Sadhu. And, similarly, it is difficult to give up these material pleasures. (4.126)","ભગવાન મળવા કઠણ છે, તેમ જ આ સાધુ મળવા કઠણ છે, તેમ વિષય મૂકવા પણ કઠણ છે.","Bhagwān maḷvā kaṭhaṇ chhe, temaj ā Sādhu maḷvā kaṭhaṇ chhe, tem viṣhay mūkvā paṇ kaṭhaṇ chhe.",https://baps.box.com/shared/static/bdmv4w9qdmjcggimyvs997vd6fupldpb.mp3
Swamini Vaat 22,One who wants to do good for his jiva should come to this Sadhu and listen to his talks. (4.21),જેને જીવનું રૂડું કરવું હોય તે આ સાધુની પાસે આવીને વાતું સાંભળજો.,Jene jīvnu rūḍu karvu hoy te ā Sādhunī pāse āvīne vātu sāmbhaḷjo.,https://baps.box.com/shared/static/32hqkv9b0stdjgu7lwa3sgfet64tavoh.mp3
Swamini Vaat 23,"When five factors are convenient, then God can be worshipped: good company, study of scriptures, faith (in God and his Sadhu), favorable place and favorable time. (2.158)","પાંચ વાતે સાનુકૂળ હોય ત્યારે પ્રભુ ભજાય; તે સંગ, શાસ્ત્ર, શ્રદ્ધા, રૂડો દેશ ને રૂડો કાળ.","Pānch vāte sānukūḷ hoy tyāre Prabhu bhajāy; te sang, shāstra, shraddhā, rūḍo desh ne rūḍo kāḷ.",https://baps.box.com/shared/static/ft6ckwa5n65thkca4h8kejwpyd0dllfr.mp3
Swamini Vaat 24,"We have attained God and his holy Sadhu, so moksha is assured. But without spiritual wisdom, inner peace is not attained. (1.240)","ભગવાન મળ્યા, સાધુ મળ્યા, તે કલ્યાણ તો થાશે પણ જ્ઞાન વિના અંતરમાં સુખ ન થાય.","Bhagwān maḷyā, Sādhu maḷyā, te kalyāṇ to thāshe paṇ gnān vinā antarmā sukh na thāy.",https://baps.box.com/shared/static/uoqjbc3ueb4b111fcb80iwblt5rtjef2.mp3
Swamini Vaat 25,"Before contact is made with material pleasures, be fearful like a goat (i.e. run away from them), but if contact is made, become like a lion (i.e. chase them away). (2.114)",Gujarati: વિષયનો સંબંધ થયા મોર્ય તો બકરાની પેઠે બીવું ને સંબંધ થઈ જાય તો ત્યાં સિંહ થાવું.,Viṣhayno sambandh thayā morya to bakrānī peṭhe bīvu ne sambandh thaī jāy to tyā sinh thāvu.,https://baps.box.com/shared/static/bwp59d2top1a0yklpy0exhefcxg4jiqd.mp3
Swamini Vaat 26,We have attained God and the Sadhu. Now do not let misery enter the heart and accept whatever fate has in store for us. (1.176),"ભગવાન મળ્યા, સાધુ મળ્યા, તે હવે હૈયામાં દુઃખ આવવા દેવું નહિ ને પ્રારબ્ધનું આવે તો ભોગવી લેવું.","Bhagwān maḷyā, Sādhu maḷyā, te have haiyāmā dukh āvavā devu nahi ne prārabdhnu āve to bhogvī levu.",https://baps.box.com/shared/static/l5cz8tyrbedrdaertjtm3i1jsseskmm0.mp3
Swamini Vaat 27,"Whatever happiness exists in māyā is not without misery. This, too, should be kept in mind. (1.25)","જેટલું કાંઈ માયામય સુખ છે તે સર્વે દુઃખ વિનાનું હોય નહિ, એ વાત પણ એક જાણી રાખવી.","Jeṭalu kāī māyāmay sukh chhe te sarve dukh vinānu hoy nahi, e vāt paṇ ek jāṇī rākhavī.",https://baps.box.com/shared/static/2gxfwliy67h7d25nf81otthq7f77c8pw.mp3
Swamini Vaat 28,"The meaning of the word satsang is ‘the association of the great Sadhu’. Also, one who has pleased the great Sadhu has also pleased God. (4.16)",સત્સંગ શબ્દનો અર્થ મોટા સાધુનો સંગ એ સત્સંગ અને જેણે મોટા સાધુને વશ કર્યા તેને ભગવાન વશ થઈ રહ્યા.,Satsang shabdano artha Moṭā Sādhuno sang e satsang ane jeṇe Moṭā Sādhune vash karyā tene Bhagwān vash thaī rahyā.,https://baps.box.com/shared/static/pwe8lzm6lhsjf1ro3v9w3n3weka6dj9o.mp3
Swamini Vaat 29,True satsang is one’s close association with God and the God-realized Sadhu and the rest is known as just half-satsang. (5.4),ભગવાન તથા એકાંતિકનો સંગ એટલો જ સત્સંગ ને બીજો તો અરધો સત્સંગ કહેવાય.,Bhagwān tathā Ekāntikno sang eṭloj satsang ne bījo to ardho satsang kahevāy.,https://baps.box.com/shared/static/jyiof958eevsjsq5du5sf39exgs8srfw.mp3
Swamini Vaat 30,"There are two miseries in this world: not getting food and clothing or  that they cannot be digested or used; apart from these, all miseries are  due to ignorance. (2.71)  ","આ લોકમાં બે દુઃખ છે: તે અન્ન-વસ્ત્ર ન મળે કે ન પચે, ને તે વિનાનું દુઃખ તો અજ્ઞાનનું છે.","Ā lokmā be dukh chhe, te anna-vastra na male ke na pache, ne te vinānu  dukh to agnānnu chhe.",https://baps.box.com/shared/static/wz2ulm05mu6r0ptsx6806gytnwpx8mhj.mp3
Swamini Vaat 31,God (the supreme God) is recognized only through God (or the God realized sadhu). (4.72),ભગવાન થકી જ ભગવાન ઓળખાય છે.,Bhagwān thakij Bhagwān oḷkhāy chhe.,https://baps.box.com/shared/static/5av3abyea9gmqsvoqb2yv422ghh4o7rk.mp3
Swamini Vaat 32,Our sole wish should be that we want to go to Akshardham. (1.301),આપણે તો અક્ષરધામમાં જાવું છે એવો એક સંકલ્પ રાખવો.,Āpaṇe to Akṣhardhāmmā jāvu chhe evo ek sankalp rākhvo.,https://baps.box.com/shared/static/2u0y255w49fp8vusoj408eminawfiskx.mp3
Swamini Vaat 33,Believe that we belong to God and not to māyā. (1.230),આપણે ભગવાનના છીએ પણ માયાના નથી એમ માનવું.,Āpaṇe Bhagwānnā chhīe paṇ māyānā nathī em mānvu.,https://baps.box.com/shared/static/3c632rxcyjxu5zn83e6bxbfxo2q5flx0.mp3
Swamini Vaat 34,"When guests visit a place, they know that the place does not belong to them and so do not develop attachment for it. Similarly, the body is a temporary home for the soul, so do not become attached to it. (Moreover, nothing in this world belongs to us, so one should not become attached to this world either.) (4.63)",ઘરમાં રહેવું તે મહેમાનની પેઠે રહેવું.,Gharmā rahevu te mahemãnni pethe rahevu.,https://baps.box.com/shared/static/a9fbnz826kuoovhy9svpoiq0lt5th3nr.mp3
Swamini Vaat 35,"One may observe ten million commands, but without resort to manifest God one will not attain moksha. And by observing even just one command by the order of this manifest God and manifest Sadhu, moksha is attained. (4.36)",પ્રગટ ભગવાન વિના કરોડ નિયમ પાળે પણ કલ્યાણ ન થાય અને પ્રગટ ભગવાન ને આ પ્રગટ સાધુની આજ્ઞાથી એક નિયમ રાખે તો કલ્યાણ થાય. ,Pragaṭ Bhagwān vinā karoḍ niyam pāḷe paṇ kalyāṇ na thāy ane pragaṭ Bhagwān ne ā pragaṭ Sādhunī āgnāthī ek niyam rākhe to kalyāṇ thāy.,https://baps.box.com/shared/static/jctkh87b3gxd901kuyy8sopo3r1mr6tg.mp3
Swamini Vaat 36,There is worth only in the service of God and his devotees. (5.347),ભગવાન ને ભગવાનના ભક્તની સેવા એ બેમાં જ માલ છે.,Bhagwān ne Bhagwānnā bhaktanī sevā e bemā ja māl chhe.,https://baps.box.com/shared/static/e0a5z45oy15qmf3pu2tibf8twowcdro3.mp3
Swamini Vaat 37,To believe that there is more worth in anything other than the Vachanamrut is delusion.  (4.136),વચનામૃત કરતાં બીજામાં માલ મનાય છે એ મોહ જાણવો.,Vachanāmrut kartā bijāmā māl manāy chhe e moh jānvo.,https://baps.box.com/shared/static/cezw16ubi7jy1u19c57k6akfhm0bx8mn.mp3
Swamini Vaat 38,One whose guru is Akshar will take one to Akshardham and will unite one with Purushottam. (6.267),જેના અક્ષર ગુરુ હોય તે અક્ષરધામમાં લઈ જાય ને પુરુષોત્તમને મેળવે.,Jenā Akshar guru hoy te Akshardhāmmā lai jāy ne Purushottamne meḷve,https://baps.box.com/shared/static/ddy3es3ol5libktfwfpqqxf1rlddxe3f.mp3
Swamini Vaat 39,There are many who create obstacles on the path of moksha. They should be recognized. (6.281),"કલ્યાણના માર્ગમાં વિઘ્ન કરનારાં ઘણાં, તેને ઓળખી રાખવાં.","Kalyãṇnã mãrgmã vighna karnãrã ghanã chhe, tene oḷkhi rãkhvã.",https://baps.box.com/shared/static/rntkhh8ygdekio13zi6rgqgt1182z3tr.mp3
Swamini Vaat 40,"I know only how to cure the disease of birth and death, but not anything else. (1.78)","અમને તો એક જન્મ-મરણનો રોગ ટાળતાં આવડે છે, બીજું આવડતું નથી.",Amne to ek janma-maraṇno rog tãḷtã ãvḍe chhe biju ãvaḍtu nathi.,https://baps.box.com/shared/static/f8e1lilvks5pr9musb6ran1bc3ftaj7g.mp3
Swamini Vaat 41,Learn to worship God from within. By doing this the desires for material pleasures will be reduced. (2.30),"અંતરમાં ભજન કરવા શીખવું, તેણે કરીને વિષયના રાગ ઓછા થાય છે.","Antarma bhajan kartã shikhvu, tene karine vishaynã rãg ochha thãy chhe.",https://baps.box.com/shared/static/pnhiorvakvpbzd6bb8s4kq0zkp75m9iv.mp3
Swamini Vaat 42,"That we are not (really) this body is clearly seen (when the body dies), but that we believe ourselves to be this body is ignorance. (2.136)",દેહ પોતે નથી તે સાક્ષાત્ દેખાય છે ને દેહ મનાઈ ગયું છે એ અજ્ઞાન છે.,Deh pote nathī te sākṣhāt dekhāy chhe ne deh manāī gayu chhe e agṇān chhe.,https://baps.box.com/shared/static/rds6n7r1c2nz9lvx3g7q3w8u2cox3v1s.mp3
Swamini Vaat 43,These are the talks of Bhagwan Purushottam which can destroy infinite doubts. (1.231),આ વાતું અનંત સંશયને છેદી નાખે એવી ભગવાન પુરુષોત્તમની વાતું છે.,A vãtu anant sanshayne chhedi nãkhe evi Bhagwãn Purushottamni vãtu chhe. ,https://baps.box.com/shared/static/jzgju5v58hgpfp169afdbqlsy8ckc7l2.mp3
Swamini Vaat 44,Some are controlled by the mind while some control the mind. This statement is worth contemplating on daily. (4.123),કેટલાકને મન રમાડે છે ને કેટલાક મનને રમાડે છે. આ વાત નિત્યે વિચારવા જેવી છે.,Keṭlãkne man ramãḍe chhe ne keṭlãk manne ramãḍe chhe. A vãt nitya vichãrvã jevi chhe.,https://baps.box.com/shared/static/pj8oha3ao6nd5xlj3dmkwcdxkfm2de79.mp3
Swamini Vaat 45,"When the divine and human characteristics of God and his Sadhu are considered as equally divine, then true bliss in worshipping God is attained. (5.101)",દિવ્યભાવ ને મનુષ્યભાવ એક થઈ જાય ત્યારે ભગવાન ભજવાનું સુખ આવે.,Divyabhãv ne manushyabhãv ek thai jãy tyãre Bhagwãn bhajvãnu sukh ãve.,https://baps.box.com/shared/static/shpad99f2x8t5qi3erzhhvg6838e3ybo.mp3
Swamini Vaat 46,"Speak truthful, beneficial and affectionate words, and speak without contempt, but do not speak with insistence. (5.164)","સત્ય, હિત ને પ્રિય એવું વચન બોલવું ને ઉપેક્ષારહિત બોલવું પણ આગ્રહથી વચન કહેવું નહીં.","Satya, hit ne priya evu vachan bolvu ne upekshã rahit bolvu pan ãgrahthi vachan kahevu nahi.",https://baps.box.com/shared/static/a8tzn1g02njol0tmmv8coox49qa67ry2.mp3
Swamini Vaat 47,"For attaining moksha, there is only God and his holy Sadhu. The fruit of other spiritual endeavors is dharma, wealth and the fulfillment of desires. (1.152)","મોક્ષને અર્થે તો ભગવાન ને સાધુ એ બે જ છે ને બીજાં સાધનનું ફળ તો ધર્મ, અર્થ ને કામ છે.","Mokshne arthe to Bhagwãn ne Sãdhu e bej chhe, ne bijã sadhannu faḷ to dharma, arth ne kam chhe.",https://baps.box.com/shared/static/shno5fxiwxjgum8uo6dd7x2xn7hy8f01.mp3
Swamini Vaat 48,"Even if you have to ruin  ten million tasks, improve your moksha. In case ten million tasks are improved, but moksha is spoilt, what is achieved? (1.14)",કરોડ કામ બગાડીને પણ એક મોક્ષ સુધારવો ને કદાપિ કરોડ કામ સુધાર્યાં ને એક મોક્ષ બગાડ્યો તો તેમાં શું કર્યું?,Karoḍ kām bagāḍīne paṇ ek mokṣh sudhārvo ne kadāpi karoḍ kām sudhāryā ne ek mokṣha bagāḍyo to temā shu karyu?,https://baps.box.com/shared/static/o3tmjs7stpob0pa5ttrw39g0z1d1cktj.mp3
Swamini Vaat 49,"At present we do not realize it, but we have attained God so we are fulfilled. (4.9)","હમણાં જણાતું નથી, પણ આપણને ભગવાન મળ્યા છે માટે કૃતાર્થ થયા છીએ.","Hamaṇā jaṇātu nathī, paṇ āpaṇne Bhagwān maḷyā chhe māṭe kṛutārth thayā chhīe. ",https://baps.box.com/shared/static/7upt3yj2iqhz8o1371bzapmm8lyu9be4.mp3
Swamini Vaat 50,"When the four – God, Sadhu, faith and scriptures are present, then God can be worshipped. Of them, everything is present except faith. (6.259)","ભગવાન, સાધુ, શ્રદ્ધા ને સત્શાસ્ત્ર એ ચાર વાનાં હોય તો પ્રભુ ભજાય; એમાં શ્રદ્ધા નથી બાકી બધું છે.","Bhagwān, Sādhu, shraddhā ne satshāstra e chār vānā hoy to Prabhu bhajāy; emā shraddhā nathī bākī badhu chhe.",https://baps.box.com/shared/static/0c0zgu25gl27q69lu73oypki9pt7xwih.mp3